gene	ensembl	opentargets_status	approved_symbol	approved_name	biotype	tractability	top_disease_name	top_disease_score	pancreas_disease_name	pancreas_disease_score	known_drug_count	known_drugs	pancreas_known_drug_count	pancreas_known_drugs
OXSR1	ENSG00000172939	ok	OXSR1	oxidative stress responsive kinase 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:TRUE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	autoimmune disorder of central nervous system	0.3363060993244421			0.0		0.0	
TMC5	ENSG00000103534	ok	TMC5	transmembrane channel like 5	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:TRUE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	blood coagulation disease	0.3422122867970414	pancreatic adenocarcinoma	0.0633829450784263	0.0		0.0	
PTPRS	ENSG00000105426	ok	PTPRS	protein tyrosine phosphatase receptor type S	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	atrial fibrillation	0.4350159896225767			0.0		0.0	
F8	ENSG00000185010	ok	F8	coagulation factor VIII	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:TRUE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:TRUE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:TRUE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:TRUE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	hemophilia A	0.9109375473720972			16.0	DAMOCTOCOG ALFA PEGOL:hemorrhage,haemophilia a,blood coagulation factor viii deficiency,hemophilia,Stroke,hemophilia A,bleeding episodes:APPROVAL; SIMOCTOCOG ALFA:blood coagulation factor viii deficiency,hemophilia,hemophilia A,hemorrhage,Hypertension:APPROVAL; EFANESOCTOCOG ALFA:hemorrhage,haemophilia a,blood coagulation factor viii deficiency,hemophilia,hemophilia A,bleeding episodes,Von Willebrand disease,synovial hypertrophy:APPROVAL; TUROCTOCOG ALFA:hemophilia,haemophilia a,hemophilia A,hemorrhage,Von Willebrand disease,surgical bleeding:APPROVAL; SUSOCTOCOG ALFA:hemorrhage,haemophilia a,hemophilia,hemophilia A,acquired hemophilia A,bleeding episodes:APPROVAL; GIROCTOCOGENE FITELPARVOVEC:haemophilia a,hemophilia A:PHASE_3; OMFILOCTOCOG ALFA:hemophilia A,Von Willebrand disease:PHASE_3; HUMAN COAGULATION FACTOR VIII:von Willebrand disease (hereditary or acquired),hemophilia A,postpartum hemorrhage,Von Willebrand disease:PHASE_3; TUROCTOCOG ALFA PEGOL:hemorrhage,blood coagulation factor viii deficiency,hemophilia A,bleeding episodes:APPROVAL; ANTIHEMOPHILIC FACTOR, PEGYLATED (MW 20000) HUMAN SEQUENCE RECOMBINANT:hemorrhage,hemophilia,blood coagulation factor viii deficiency,hemophilia A,haemophilia a,von Willebrand disease (hereditary or acquired),severe haemophilia A,factor VIII inhibitor development,hemophilia B,Von Willebrand disease,inhibitors,inhibitor,heavy menstrual bleeding,surgical bleeding,factor VIII inhibitor,,hemarthrosis:APPROVAL; LONOCTOCOG ALFA:blood coagulation factor viii deficiency,hemorrhage,hemophilia,hemophilia A,von Willebrand disease (hereditary or acquired),severe haemophilia A,hemophilia B,Von Willebrand disease,inhibitors,inhibitor,heavy menstrual bleeding,surgical bleeding,factor VIII inhibitor,,hemarthrosis:APPROVAL; TB-402:atrial fibrillation,venous thromboembolism:PHASE_2; MOROCTOCOG ALFA:hemophilia,hemophilia A,von Willebrand disease (hereditary or acquired),severe haemophilia A,hemophilia B,Von Willebrand disease,inhibitors,inhibitor,heavy menstrual bleeding,,surgical bleeding,factor VIII inhibitor,hemarthrosis:APPROVAL; OCTOCOG ALFA:hemophilia,hemophilia A,von Willebrand disease (hereditary or acquired),severe haemophilia A,hemophilia B,Von Willebrand disease,inhibitors,inhibitor,heavy menstrual bleeding,surgical bleeding,factor VIII inhibitor,,hemarthrosis,acute bleeding:APPROVAL; DROTRECOGIN ALFA (ACTIVATED):Recurrent thrombophlebitis,cerebrovascular ischaemia,severe sepsis,Sepsis,Multiple Organ Failure,septic shock,acute ischemic stroke,acute respiratory distress syndrome,acute lung injury,pulmonary embolism,multiple organ dysfunction,ischemic stroke,chronic kidney disease,pulmonary inflammation,preeclampsia,organ dysfunction,lung inflammation:APPROVAL; EFMOROCTOCOG ALFA:hemorrhage,blood coagulation factor viii deficiency,hemophilia,haemophilia a,hemophilia A,von Willebrand disease (hereditary or acquired),severe haemophilia A,hemophilia B,inhibitors,Von Willebrand disease,inhibitor,heavy menstrual bleeding,factor VIII inhibitor,,hemarthrosis,haemophilia B,hemophilia A inhibitors:APPROVAL	0.0	
KITLG	ENSG00000049130	ok	KITLG	KIT ligand	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:TRUE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:TRUE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	hyperpigmentation with or without hypopigmentation, familial progressive	0.6758681791882234			0.0		0.0	
KLF11	ENSG00000172059	ok	KLF11	KLF transcription factor 11	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	MODY	0.6109684287823747	pancreatic neoplasm	0.033097266135386	0.0		0.0	
ITGB8	ENSG00000105855	ok	ITGB8	integrin subunit beta 8	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	asthma	0.4989239831604539			1.0	ABITUZUMAB:colorectal cancer,prostate cancer,systemic sclerosis,interstitial lung disease,ovarian cancer,bone metastases,solid tumor:PHASE_2	0.0	
SLC6A14	ENSG00000268104	ok	SLC6A14	solute carrier family 6 member 14	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:TRUE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	cystic fibrosis	0.3959799564693109	pancreatic neoplasm	0.0378393907850253	0.0		0.0	
KDM5B	ENSG00000117139	ok	KDM5B	lysine demethylase 5B	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	intellectual disability, autosomal recessive 65	0.7493494202663201			0.0		0.0	
SLC39A8	ENSG00000138821	ok	SLC39A8	solute carrier family 39 member 8	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	SLC39A8-CDG	0.8000487689199122			0.0		0.0	
KRT14	ENSG00000186847	ok	KRT14	keratin 14	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:TRUE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	epidermolysis bullosa simplex 1A, generalized severe	0.8087361177811906			0.0		0.0	
PRKAR2B	ENSG00000005249	ok	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	Abnormality of the skeletal system	0.3264936912923177			0.0		0.0	
LY75	ENSG00000054219	ok	LY75	lymphocyte antigen 75	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:TRUE; OC:Phase 1 Clinical:FALSE	placental abruption	0.2857000536751096			1.0	RASDEGAFUSP ALFA:ovarian cancer,solid tumour/cancer,melanoma,non-small cell lung carcinoma,NY-ESO-1-expressing tumors,cancer,advanced solid tumor,triple-negative breast carcinoma,solid tumors:PHASE_2	0.0	
SSH1	ENSG00000084112	ok	SSH1	slingshot protein phosphatase 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	digestive system disorder	0.2779687594186956	pancreatic neoplasm	0.0111284600688393	0.0		0.0	
